Date ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,VOLUME ,VALUE ,No of trades 
15-Apr-2021,"1,545.00","1,554.50","1,515.55","1,530.60","1,533.00","1,538.55","1,531.10",1313429,2010985226,56059
13-Apr-2021,"1,528.60","1,553.30","1,516.65","1,510.45","1,540.00","1,530.60","1,535.62",1880575,2887839994,73400
12-Apr-2021,"1,571.00","1,572.65","1,502.25","1,592.00","1,513.00","1,510.45","1,523.50",1889829,2879152109,96757
9-Apr-2021,"1,569.90","1,618.00","1,561.30","1,571.30","1,594.60","1,592.00","1,597.47",3569146,5701596084,154346
8-Apr-2021,"1,529.25","1,579.00","1,525.50","1,514.10","1,568.90","1,571.30","1,557.59",2085919,3249013312,66131
7-Apr-2021,"1,522.10","1,561.45","1,508.00","1,525.50","1,517.50","1,514.10","1,533.12",2592185,3974133924,87890
6-Apr-2021,"1,529.50","1,548.00","1,509.00","1,535.00","1,535.00","1,525.50","1,528.82",1400544,2141182720,50947
5-Apr-2021,"1,541.10","1,559.00","1,500.00","1,559.35","1,539.00","1,535.00","1,528.24",1376233,2103220910,58703
1-Apr-2021,"1,560.00","1,593.30","1,551.55","1,558.05","1,553.00","1,559.35","1,569.54",1343989,2109446001,53360
31-Mar-2021,"1,549.90","1,567.40","1,536.75","1,552.20","1,556.95","1,558.05","1,553.18",1431746,2223752493,55862
30-Mar-2021,"1,510.00","1,563.00","1,510.00","1,505.85","1,549.95","1,552.20","1,551.26",3466049,5376746583,130380
26-Mar-2021,"1,459.90","1,512.40","1,457.00","1,450.85","1,505.50","1,505.85","1,490.91",1922278,2865948198,80074
25-Mar-2021,"1,484.10","1,498.50","1,447.75","1,488.15","1,451.60","1,450.85","1,467.78",1609996,2363122921,77664
24-Mar-2021,"1,486.00","1,508.80","1,476.45","1,495.35","1,485.00","1,488.15","1,492.58",1871092,2792753051,69682
23-Mar-2021,"1,460.30","1,514.80","1,454.00","1,460.30","1,491.00","1,495.35","1,493.18",2534795,3784899290,101906
22-Mar-2021,"1,465.00","1,468.65","1,448.00","1,465.45","1,462.00","1,460.30","1,455.77",1331121,1937800773,51512
19-Mar-2021,"1,450.00","1,470.85","1,432.05","1,468.20","1,463.00","1,465.45","1,458.65",2360672,3443402787,90360
18-Mar-2021,"1,485.60","1,492.90","1,463.00","1,472.55","1,465.00","1,468.20","1,478.37",1242978,1837584106,52567
17-Mar-2021,"1,494.25","1,499.55","1,470.05","1,500.95","1,471.40","1,472.55","1,485.24",1195023,1774894480,45946
16-Mar-2021,"1,505.00","1,531.00","1,496.90","1,492.20","1,504.00","1,500.95","1,514.52",3191850,4834121936,97370
15-Mar-2021,"1,496.90","1,496.90","1,471.00","1,482.50","1,492.05","1,492.20","1,482.72",1482288,2197824679,55781
12-Mar-2021,"1,480.00","1,507.80","1,478.50","1,471.25","1,483.00","1,482.50","1,491.03",2631081,3923025779,86523
10-Mar-2021,"1,470.00","1,481.00","1,463.00","1,456.90","1,472.00","1,471.25","1,474.82",1257628,1854769964,50512
9-Mar-2021,"1,470.00","1,478.90","1,445.00","1,456.75","1,457.35","1,456.90","1,462.16",941590,1376756988,35615
8-Mar-2021,"1,475.00","1,481.25","1,451.00","1,474.20","1,455.00","1,456.75","1,466.83",1060584,1555700737,48830
5-Mar-2021,"1,465.00","1,493.00","1,462.20","1,470.50","1,474.00","1,474.20","1,479.99",1954113,2892076810,60183
4-Mar-2021,"1,452.00","1,487.65","1,450.55","1,474.60","1,469.00","1,470.50","1,474.87",1822476,2687910260,53678
3-Mar-2021,"1,472.00","1,481.65","1,466.15","1,471.15","1,470.05","1,474.60","1,475.03",1227772,1810994636,45299
2-Mar-2021,"1,469.00","1,474.00","1,450.00","1,452.15","1,469.65","1,471.15","1,462.49",1293306,1891451400,48795
1-Mar-2021,"1,421.50","1,466.00","1,416.60","1,406.90","1,454.00","1,452.15","1,451.75",1962042,2848387272,75964
26-Feb-2021,"1,420.00","1,431.95","1,403.10","1,434.45","1,409.95","1,406.90","1,413.06",2715597,3837294539,87479
25-Feb-2021,"1,460.00","1,462.95","1,430.50","1,451.85","1,440.25","1,434.45","1,441.18",1967386,2835356165,71139
24-Feb-2021,"1,424.05","1,474.00","1,424.05","1,424.05","1,451.00","1,451.85","1,441.40",1143204,1647816287,56554
23-Feb-2021,"1,415.00","1,436.95","1,400.15","1,405.25","1,426.80","1,424.05","1,423.20",1871135,2662990379,74751
22-Feb-2021,"1,425.00","1,433.10","1,396.00","1,425.55","1,405.50","1,405.25","1,416.14",1931189,2734842428,93183
19-Feb-2021,"1,434.00","1,444.90","1,412.80","1,433.00","1,430.00","1,425.55","1,429.77",2543997,3637342911,82173
18-Feb-2021,"1,465.10","1,471.90","1,429.00","1,460.40","1,435.50","1,433.00","1,443.36",2686046,3876938625,94013
17-Feb-2021,"1,469.40","1,483.00","1,449.50","1,471.85","1,463.80","1,460.40","1,469.52",2096959,3081523346,66724
16-Feb-2021,"1,492.15","1,505.00","1,461.00","1,484.75","1,475.00","1,471.85","1,479.88",3090249,4573209910,97872
15-Feb-2021,"1,506.00","1,518.50","1,476.75","1,494.20","1,484.30","1,484.75","1,490.96",3156535,4706252551,100270
12-Feb-2021,"1,536.70","1,536.70","1,491.00","1,524.70","1,495.00","1,494.20","1,510.01",3284441,4959544235,82509
11-Feb-2021,"1,552.00","1,575.90","1,511.25","1,563.15","1,524.90","1,524.70","1,527.93",5970196,9122042690,157887
10-Feb-2021,"1,575.40","1,588.00","1,526.00","1,559.90","1,585.00","1,563.15","1,546.89",2125469,3287863913,82319
9-Feb-2021,"1,548.00","1,584.65","1,543.05","1,541.70","1,562.00","1,559.90","1,570.09",2364475,3712437658,86080
8-Feb-2021,"1,514.00","1,564.85","1,510.05","1,509.45","1,544.95","1,541.70","1,544.44",2683198,4144044815,87166
5-Feb-2021,"1,518.55","1,538.95","1,504.50","1,513.60","1,512.65","1,509.45","1,519.44",1344007,2042136166,52568
4-Feb-2021,"1,530.00","1,540.00","1,488.10","1,525.15","1,511.95","1,513.60","1,507.87",2728965,4114924472,79930
3-Feb-2021,"1,492.00","1,529.00","1,492.00","1,485.45","1,520.10","1,525.15","1,518.24",1853072,2813415047,66399
2-Feb-2021,"1,515.00","1,536.00","1,482.00","1,501.55","1,488.00","1,485.45","1,504.37",1974202,2969930201,65640
1-Feb-2021,"1,437.80","1,508.55","1,423.65","1,420.30","1,505.75","1,501.55","1,469.39",2215933,3256060142,74312
29-Jan-2021,"1,456.00","1,469.25","1,415.25","1,450.10","1,422.00","1,420.30","1,439.44",2435997,3506475244,62294
28-Jan-2021,"1,420.00","1,454.45","1,415.65","1,440.70","1,448.10","1,450.10","1,440.29",1850239,2664889639,61483
27-Jan-2021,"1,505.00","1,505.00","1,432.00","1,499.85","1,437.00","1,440.70","1,465.05",2021747,2961954614,87570
25-Jan-2021,"1,505.05","1,512.80","1,478.75","1,491.20","1,498.60","1,499.85","1,494.60",1604484,2398065587,50816
22-Jan-2021,"1,522.00","1,534.70","1,487.00","1,517.30","1,489.80","1,491.20","1,506.33",1364197,2054927570,45882
21-Jan-2021,"1,533.10","1,549.85","1,512.05","1,531.30","1,521.55","1,517.30","1,533.83",1558030,2389748659,57769
20-Jan-2021,"1,519.90","1,541.00","1,519.90","1,519.90","1,530.00","1,531.30","1,532.32",1838240,2816769367,64168
19-Jan-2021,"1,518.00","1,524.00","1,501.00","1,503.55","1,516.10","1,519.90","1,514.38",2279346,3451787305,71594
18-Jan-2021,"1,467.00","1,509.00","1,460.00","1,477.25","1,498.00","1,503.55","1,489.77",2302268,3429859127,78782
15-Jan-2021,"1,489.95","1,509.00","1,471.30","1,489.95","1,478.50","1,477.25","1,489.51",1725346,2569912063,63619
14-Jan-2021,"1,508.00","1,517.85","1,480.05","1,505.80","1,489.90","1,489.95","1,492.04",2814477,4199298628,82975
13-Jan-2021,"1,530.00","1,536.00","1,495.00","1,527.10","1,508.00","1,505.80","1,509.61",3527208,5324693510,121955
12-Jan-2021,"1,560.00","1,560.80","1,524.00","1,563.90","1,530.00","1,527.10","1,535.72",2550741,3917222579,94003
11-Jan-2021,"1,560.00","1,572.00","1,545.70","1,548.60","1,562.10","1,563.90","1,559.23",1425529,2222723533,48656
8-Jan-2021,"1,547.90","1,555.30","1,521.50","1,542.35","1,548.55","1,548.60","1,537.46",3478504,5348068789,96106
7-Jan-2021,"1,570.00","1,570.00","1,535.00","1,572.60","1,544.00","1,542.35","1,545.86",2820445,4360025364,80949
6-Jan-2021,"1,578.00","1,621.35","1,561.85","1,570.95","1,569.60","1,572.60","1,590.66",3312171,5268537354,94942
5-Jan-2021,"1,545.00","1,576.85","1,541.50","1,550.90","1,574.00","1,570.95","1,560.09",1351709,2108792901,53936
4-Jan-2021,"1,566.00","1,567.00","1,538.00","1,558.60","1,549.10","1,550.90","1,548.52",1383979,2143121412,59177
1-Jan-2021,"1,562.10","1,573.00","1,555.95","1,567.15","1,558.00","1,558.60","1,562.51",1003018,1567227838,29728
31-Dec-2020,"1,549.00","1,571.00","1,544.20","1,552.60","1,560.25","1,567.15","1,562.02",2031709,3173578827,70945
30-Dec-2020,"1,548.00","1,555.70","1,533.30","1,540.10","1,550.20","1,552.60","1,543.62",1151230,1777060197,45663
29-Dec-2020,"1,554.00","1,556.85","1,528.45","1,543.55","1,537.15","1,540.10","1,540.41",2081338,3206108799,70447
