Date ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
2022-09-06,"3,135.50","3,140.85","3,106.35","3,133.40","3,127.00","3,127.05","3,123.40","4,043.00","2,953.00",1936453,"6,04,83,10,102.40",130549
2022-09-05,"3,123.65","3,147.95","3,112.25","3,130.40","3,140.00","3,133.40","3,135.20","4,043.00","2,953.00",2147912,"6,73,41,30,929.55",108628
2022-09-02,"3,163.00","3,163.00","3,120.30","3,131.70","3,127.40","3,130.40","3,136.35","4,043.00","2,953.00",2052900,"6,43,86,22,874.70",135641
2022-09-01,"3,190.00","3,190.00","3,121.00","3,211.15","3,136.00","3,131.70","3,138.65","4,043.00","2,953.00",3546935,"11,13,26,00,019.55",262677
2022-08-30,"3,155.00","3,226.50","3,142.10","3,132.55","3,210.00","3,211.15","3,191.87","4,043.00","2,953.00",3431525,"10,95,29,79,383.20",123249
2022-08-29,"3,125.00","3,142.70","3,081.00","3,222.20","3,139.85","3,132.55","3,122.43","4,043.00","2,953.00",2539173,"7,92,83,96,114.25",218828
2022-08-26,"3,234.30","3,257.00","3,216.80","3,218.20","3,223.95","3,222.20","3,237.48","4,043.00","2,953.00",1457962,"4,72,01,29,748.60",100672
2022-08-25,"3,276.00","3,278.15","3,214.75","3,255.35","3,218.00","3,218.20","3,240.20","4,043.00","2,953.00",1946930,"6,30,84,45,527.35",139860
2022-08-24,"3,292.00","3,308.00","3,250.20","3,284.60","3,254.10","3,255.35","3,261.82","4,043.00","2,953.00",1691923,"5,51,87,43,574.25",122084
2022-08-23,"3,319.95","3,341.90","3,270.00","3,354.55","3,301.15","3,284.60","3,297.88","4,043.00","2,953.00",1849256,"6,09,86,25,602.10",164215
2022-08-22,"3,365.00","3,384.10","3,347.40","3,385.75","3,354.00","3,354.55","3,363.18","4,043.00","2,953.00",1536532,"5,16,76,28,743.60",106447
2022-08-19,"3,387.00","3,421.50","3,371.25","3,381.25","3,386.95","3,385.75","3,393.88","4,043.00","2,953.00",1398410,"4,74,60,31,534.20",79927
2022-08-18,"3,390.00","3,392.00","3,362.00","3,401.10","3,381.00","3,381.25","3,375.17","4,043.00","2,953.00",1430659,"4,82,87,22,795.60",84565
2022-08-17,"3,385.10","3,417.95","3,371.10","3,392.70","3,393.35","3,401.10","3,402.12","4,043.00","2,953.00",1622326,"5,51,93,50,289.20",98890
2022-08-16,"3,411.00","3,414.85","3,387.50","3,401.55","3,391.80","3,392.70","3,398.38","4,043.00","2,953.00",839942,"2,85,44,42,797.65",53268
2022-08-12,"3,419.00","3,419.00","3,381.25","3,422.50","3,402.00","3,401.55","3,397.98","4,043.00","2,953.00",1472354,"5,00,30,36,073.45",75873
2022-08-11,"3,400.00","3,428.70","3,375.05","3,354.25","3,417.00","3,422.50","3,413.08","4,043.00","2,953.00",1449248,"4,94,64,06,504.85",122934
2022-08-10,"3,385.00","3,385.00","3,335.00","3,374.45","3,351.80","3,354.25","3,350.01","4,043.00","2,953.00",1878359,"6,29,25,20,966.90",125360
2022-08-08,"3,365.00","3,378.90","3,336.00","3,365.05","3,375.85","3,374.45","3,363.48","4,043.00","2,953.00",1068836,"3,59,50,04,758.30",82770
2022-08-05,"3,361.20","3,377.00","3,355.00","3,354.95","3,363.80","3,365.05","3,365.23","4,043.00","2,953.00",1106933,"3,72,50,84,734.50",75240
2022-08-04,"3,350.00","3,387.90","3,307.35","3,339.50","3,355.00","3,354.95","3,349.96","4,043.00","2,953.00",2150567,"7,20,43,19,593.95",152934
2022-08-03,"3,280.00","3,349.00","3,277.05","3,291.80","3,337.00","3,339.50","3,321.55","4,043.00","2,953.00",2895824,"9,61,86,26,910.40",156174
2022-08-02,"3,290.00","3,312.90","3,271.65","3,298.80","3,284.00","3,291.80","3,289.68","4,043.00","2,953.00",1269114,"4,17,49,84,483.80",93507
2022-08-01,"3,327.00","3,327.00","3,271.00","3,301.90","3,298.65","3,298.80","3,296.68","4,043.00","2,953.00",1306913,"4,30,84,78,419.30",116856
2022-07-29,"3,290.00","3,317.30","3,275.00","3,260.50","3,302.00","3,301.90","3,296.55","4,043.00","2,953.00",2430257,"8,01,14,73,474.95",114501
2022-07-28,"3,216.00","3,264.00","3,201.65","3,188.85","3,262.00","3,260.50","3,242.10","4,043.00","2,953.00",2106333,"6,82,89,45,291.10",148541
2022-07-27,"3,115.00","3,194.10","3,110.00","3,115.90","3,188.00","3,188.85","3,158.21","4,043.00","2,953.00",1389808,"4,38,93,01,769.20",91855
2022-07-26,"3,164.70","3,168.90","3,096.50","3,166.75","3,118.00","3,115.90","3,123.14","4,043.00","2,953.00",2639367,"8,24,31,04,172.25",123369
2022-07-25,"3,165.00","3,186.45","3,149.10","3,171.00","3,165.00","3,166.75","3,166.57","4,043.00","2,953.00",1797504,"5,69,19,23,031.80",100813
2022-07-22,"3,185.00","3,197.00","3,143.50","3,177.30","3,171.15","3,171.00","3,166.46","4,043.00","2,953.00",2075886,"6,57,32,18,210.80",111772
2022-07-21,"3,167.00","3,184.00","3,144.05","3,164.80","3,178.95","3,177.30","3,170.40","4,043.00","2,953.00",2420640,"7,67,43,87,202.50",133492
2022-07-20,"3,107.80","3,171.95","3,098.05","3,074.25","3,161.00","3,164.80","3,143.09","4,043.00","2,953.00",3402251,"10,69,35,65,035.15",181848
2022-07-19,"3,030.05","3,078.95","3,030.05","3,063.50","3,076.00","3,074.25","3,064.79","4,043.00","2,953.00",1865074,"5,71,60,58,996.40",114155
2022-07-18,"3,023.00","3,076.95","3,014.30","2,994.60","3,065.90","3,063.50","3,054.22","4,043.00","2,953.00",3202795,"9,78,20,50,619.95",188515
2022-07-15,"3,018.55","3,028.90","2,953.00","2,998.75","2,998.50","2,994.60","2,989.48","4,043.00","2,953.00",4574806,"13,67,62,85,883.25",214162
2022-07-14,"3,056.00","3,057.00","2,967.00","3,038.75","3,003.00","2,998.75","3,005.59","4,043.00","2,967.00",4764908,"14,32,13,41,706.55",300086
